9.802,10.132,4
10.35,9.768,0
10.098,9.988,2
9.73,9.91,2
9.754,10.43,4
9.836,9.902,2
10.238,9.866,0
9.53,9.862,2
10.154,9.82,0
9.336,10.456,4
9.378,10.21,2
9.712,10.264,4
9.638,10.208,4
9.518,9.956,2
10.236,9.91,0
9.4,10.086,2
10.196,9.746,0
10.138,9.828,0
10.062,10.26,4
10.394,9.984,0
10.284,10.348,4
9.706,9.978,2
9.906,10.588,4
10.356,9.198,0
9.954,9.704,2
9.796,10.378,4
10.386,10.608,4
10.41,9.912,0
10.172,10.598,4
10.286,9.712,0
9.932,10.234,4
10.298,9.948,0
10.352,9.932,0
9.848,10.328,4
10.514,10.498,4
9.944,9.934,2
9.92,10.022,2
9.908,10.606,4
10.182,9.99,0
10.256,9.25,0
12.04,10.028,0
12.082,10.044,0
12.4,10.156,0
11.988,9.926,0
12.34,9.918,0
12.228,9.978,0
12.348,10.488,0
12.044,9.358,0
11.736,10.122,0
12.35,9.798,0
11.246,10.122,0
12.276,10.99,0
12.374,10.018,0
12.53,10,0
12.27,9.792,0
12.364,10.176,0
12.458,10.18,0
11.952,9.682,0
11.772,9.924,0
11.502,10.008,0
12.134,9.482,0
11.628,10.286,0
12.064,9.616,0
11.906,9.82,0
11.736,10.29,0
12.114,10.904,0
11.59,9.712,0
12.648,9.814,0
12.164,11.018,4
12.22,9.796,0
11.846,9.634,0
11.808,10.058,0
12.096,9.846,0
11.594,10.078,0
12.252,9.938,0
11.998,9.676,0
11.894,10.012,0
12.274,9.936,0
12.176,10.364,0
12.104,10.388,0
11.372,11.466,4
10.94,11.482,4
11.084,11.554,4
11.232,11.374,4
11.22,11.64,4
10.962,11.75,4
11.014,11.746,4
11.524,10.982,4
11.012,11.364,4
11.2,11.062,4
11.626,11.894,4
11.23,11.728,4
11.144,11.91,4
11.106,11.868,4
11.53,11.918,4
11.21,11.114,4
10.746,11.702,4
11.154,11.692,4
11.412,11.924,4
10.948,11.532,4
10.988,12.298,4
10.96,11.392,4
11.656,11.346,4
11.178,12.062,4
11.368,11.56,4
11.264,11.724,4
11.554,11.576,4
10.974,11.114,4
11.12,11.634,4
11.51,12.052,4
10.95,11.402,4
11.864,12.406,5
11.198,10.854,4
11.65,11.496,4
11.248,11.722,4
11.602,11.888,4
11.424,11.454,4
11.312,11.718,4
10.736,11.68,4
11.56,11.798,4
10.028,12.268,4
9.282,11.976,4
9.178,11.53,4
9.954,12.398,4
9.622,11.558,4
9.914,11.844,4
9.07,11.092,4
10.578,11.354,4
9.582,12.14,4
9.622,11.528,4
9.35,11.71,4
10.234,11.974,4
8.986,12.31,4
9.438,12.11,4
9.592,12.012,4
9.666,11.88,4
9.364,12.012,4
9.71,11.772,4
9.992,11.836,4
9.916,12.028,4
9.382,12.226,4
9.808,12.23,4
9.272,12.152,4
9.392,11.18,4
9.28,11.976,4
9.848,11.632,4
9.322,11.514,4
9.718,11.95,4
9.12,11.76,4
8.978,12.37,4
10.072,12.202,4
9.966,11.822,4
9.506,11.648,4
9.702,11.536,4
9.45,11.96,4
9.916,11.962,4
9.96,11.538,4
9.014,11.744,4
9.024,11.846,4
10.296,11.61,4
7.87,10.838,2
8.164,10.534,2
8.214,10.62,2
8.166,10.698,2
8.05,10.746,2
7.978,11.13,4
8.08,10.992,4
8.472,11.082,4
8.494,10.584,2
8.354,10.38,2
8.096,10.714,2
7.882,10.832,2
7.908,11.346,4
7.814,10.872,2
8.28,10.104,2
8.082,10.676,2
8.068,10.118,2
8.116,10.698,2
8.042,10.79,2
8.096,10.878,4
8.124,10.932,4
8.632,11.124,4
8.27,10.716,2
7.622,10.148,2
8.198,11.398,4
8.582,11.064,4
7.942,11.076,4
8.004,10.574,2
8.504,11.378,4
8.118,11.012,4
7.874,11.296,4
7.668,10.924,2
7.966,10.72,2
7.94,10.996,4
7.988,11.228,4
8.164,11.112,4
8.386,10.772,4
8.248,10.994,4
8.286,10.734,2
8.224,10.316,2
7.976,9.578,2
7.876,8.796,2
8.172,9.01,2
8.068,9.202,2
8.416,8.654,2
8.71,8.458,2
8.056,8.434,2
7.304,9.266,2
8.118,8.608,2
7.616,9.446,2
8.092,8.956,2
8.368,8.968,2
8.022,9.334,2
8.32,9.062,2
7.832,8.952,2
7.704,8.672,2
8.236,9.108,2
8.37,8.904,2
8.352,8.896,2
8.046,9.228,2
7.71,9.538,2
8.534,8.55,2
7.996,9.172,2
8.046,9.204,2
8.622,9.174,2
7.776,8.898,2
8.226,9.038,2
7.904,9.194,2
7.874,8.856,2
7.992,8.952,2
8.262,9.468,2
8.088,9.294,2
8.034,9.792,2
8.352,9.016,2
7.85,9.334,2
8.404,9.366,2
7.892,8.808,2
8.202,9.232,2
7.668,9.026,2
8.242,9.308,2
9.432,8.61,2
10.066,8.19,0
9.146,8.044,2
9.662,7.866,2
9.6,7.874,2
8.618,8.552,2
9.334,7.658,2
9.424,7.83,2
8.892,8.166,2
9.386,7.746,2
9.878,8.054,0
9.558,7.948,2
9.222,8.002,2
9.52,8.282,2
9.76,7.932,0
9.568,8.052,2
9.736,7.552,0
9.584,8.478,2
9.358,8.242,2
9.404,7.79,2
9.458,8.54,2
9.482,7.766,2
8.844,8.024,2
9.29,8.472,2
9.274,7.566,2
9.11,8.014,2
9.542,7.688,2
9.432,8.122,2
9.786,8.066,0
9.382,7.664,2
9.404,8.228,2
9.146,8.158,2
9.622,8.004,2
10.286,7.892,0
9.43,7.676,2
9.44,8.058,2
9.788,7.684,0
9.586,7.91,2
9.694,7.448,0
9.576,7.866,2
11.442,8.688,0
11.466,8.558,0
10.674,8.936,0
11.23,8.126,0
11.614,8.588,0
11.59,8.496,0
11.536,7.586,0
11.638,8.266,0
11.16,8.43,0
10.904,8.532,0
11.284,8.742,0
11.25,8.192,0
10.84,8.218,0
11.798,8.836,0
11.51,8.094,0
10.932,7.796,0
11.404,8.206,0
11.088,8.326,0
11.334,8.17,0
11.272,8.394,0
11.59,8.408,0
11.212,8.516,0
11.566,8.024,0
11.246,8.584,0
11.252,8.566,0
10.78,8.294,0
11.04,8.322,0
11.198,7.886,0
11.168,8.262,0
11.88,8.08,0
11.356,8.586,0
11.182,8.342,0
10.836,8.664,0
11.696,8.906,0
11.282,8.28,0
10.718,8.534,0
10.444,8.684,0
11.124,8.618,0
11.392,8.94,0
11.212,8.308,0
16.674,9.638,0
16.162,10.302,0
16.612,10.218,0
16.1,9.702,0
16.404,10.072,0
15.93,10.106,0
16.128,9.888,0
16.41,10.188,0
15.982,9.92,0
16.224,10.02,0
16.296,9.458,0
16.586,10.174,0
16.314,10.716,0
16.278,9.452,0
16.622,9.652,0
16.22,9.494,0
16.626,10.162,0
16.982,10.596,0
16.27,10.128,0
16.202,9.7,0
16.532,9.776,0
17.124,9.726,0
16.47,9.698,0
16.004,10.28,0
16.366,9.796,0
16.268,9.522,0
16.13,9.748,0
16.67,10.498,0
16.488,10.542,0
16.57,10.21,0
16.456,10.112,0
16.482,9.986,0
16.584,9.754,0
16.1,9.93,0
16.226,9.67,0
16.448,9.566,0
16.572,9.624,0
16.436,9.41,0
16.502,9.98,0
16.418,9.966,0
14.362,14.644,5
14.138,14.63,5
14.064,15.072,5
13.692,14.958,5
14.238,15.296,5
13.73,15.128,5
13.952,14.868,5
13.986,14.77,5
13.916,14.996,5
13.874,14.954,5
14.168,15.276,5
14.278,15.152,5
14.098,14.9,5
13.764,15.212,5
13.948,14.218,5
14.13,14.838,5
13.362,14.932,5
13.546,14.844,5
14.13,15.11,5
13.816,14.602,5
14.386,14.686,5
13.786,14.726,5
14.204,14.822,5
13.856,15.206,5
14.074,14.384,5
13.68,14.988,5
14.204,14.976,5
13.388,15.39,5
13.708,15.048,5
14.114,15.366,5
14.4,15.04,5
14.194,15.04,5
13.888,15.436,5
13.958,15.322,5
13.922,14.802,5
13.652,14.602,5
14.294,14.996,5
13.81,14.526,5
13.408,15.34,5
13.834,14.778,5
8.826,16.474,5
8.33,16.488,5
8.468,16.378,5
8.904,15.846,5
8.662,16.354,5
8.684,16.776,5
8.33,16.066,4
8.904,16.402,5
8.778,16.486,5
8.81,16.458,5
8.398,16.576,5
8.542,15.918,4
9.064,16.456,5
9.152,16.094,5
8.614,15.908,4
